hill	min_value	max_value	ec_50	drug	noEffect	IC5	IC10	IC20	IC50	IC80
-0.0293848849186294	0.89238842610076	1.30956097901722	0.0623481368952766	go-6983	0.998152930474013	1.89421794399001e-45	2.0936294851002e-34	2.02329324488395e-22	0.0623481368952766	19212687948924400000
2.78914466578513	0.969549487390126	1.06704225718156	0.681050592353289	SAG	0.597407737542122	0.236975907800483	0.30977907864588	0.414305870849729	0.681050592353289	1.11953496674683
1.13759203426937	0.910339486487594	1.16994242424691	0.162077921908156	SRC-kinase-inhibitor-I	0.0446428433210857	0.0121796783419077	0.0234907679490545	0.0479162885247566	0.162077921908156	0.548232210357738
1.26783453792229	0.979899532613001	1.07316175534472	1.44321250284846	ML323	0.222423406076879	0.141487447023127	0.255079104730905	0.483568048614111	1.44321250284846	4.30727864330065
-3.66449824005355	1.10759476557386	1.39655612368977	0.111754055932406	parbendazole	0.082535037852838	0.0500386912683294	0.0613566074024078	0.0765540113455274	0.111754055932406	0.163139315599991
4.3414076581636	1.02880691041968	1.14427295819001	0.302201371477989	walrycin-B	0.234664778125634	0.153372776403812	0.182178103278069	0.219592705946383	0.302201371477989	0.415886623053301
-0.00466490337822558	-0.00516074512666148	9.73695694572535	9.74326615213775e+201	camostat-mesilate	0.623183846624631	7.35358969840168e-73	0.00269696406569258	8.45441705663501e+72	9.74326615213775e+201	Inf
0.437084918721156	0.11785111721382	1.1081278533882	21.5281270944857	FRAX486	0.0774039051034889	0.0255484849999162	0.141191707006432	0.90273912585837	21.5281270944857	513.393341355012
-0.00886802637935378	-0.00394175885450309	6.06322062954151	6.43789351492144e+79	favipiravir	0.327414144540449	4.07873794622837e-65	1.59922456743065e-28	827279339144.042	6.43789351492144e+79	5.00997316726801e+147
6.02710335620042	0.00334703217406221	1.03150822612987	2.98219629452149	NVP-BSK805	0.000238274124172877	1.82965426877479	2.07114735641646	2.36943134574694	2.98219629452149	3.75343001814392
2.82861550531161	0.9751349189748	1.12284861758156	0.105261223403251	phenothiazine	0.0294518608069264	0.0371698536812009	0.0484077845781422	0.0644795856719007	0.105261223403251	0.171836171664135
5.58358099920006	0.898212158833944	1.04634825539065	0.378052954539442	WZ4003	0.102472342326495	0.223116813951378	0.255065142326941	0.294934637224841	0.378052954539442	0.484595630343155
-0.0511802647679081	0.497321691253125	1.60861508422895	0.0121601735942685	magnolol	0.914497131463976	1.25791945393432e-27	2.75552324505948e-21	2.09614478449327e-14	0.0121601735942685	7054370620.61016
2.52781397902054	0.962416559848471	1.14597032736909	1.15493951257817	avridine	0.127328347325314	0.360317984026162	0.484241620960222	0.667398262371273	1.15493951257817	1.99863462780827
4.80055963394612	0.829214222200317	1.12453719268521	4.55392425238978	NSC-23766	0.000115704418056084	2.46609532097385	2.88143253265673	3.41170333315414	4.55392425238978	6.07855492444921
0.391928644677721	1.07035411090277	1.06661182628848	1.56192201216138	EPZ004777	0.999997766467428	0.000852980107562766	0.00574016052070613	0.0454477510707625	1.56192201216138	53.6792319663033
-0.813971510824966	0.361254501771609	1.1207052893341	0.000681156786054689	ASP-6537	0.606886718775203	1.82911804535441e-05	4.58055352326783e-05	0.000124047998513624	0.000681156786054689	0.00374028257406666
-0.0346610971191179	0.993232645838807	1.21981384214647	0.0457620008790662	riboflavin-tetrabutyrate	0.94427933746638	5.85402620660216e-39	1.34851473559048e-29	1.95253676967437e-19	0.0457620008790662	10725333099898100
2.16874083048477	1.06433569663382	1.11799157775088	0.134936121381392	CORT-108297	0.582625228578445	0.0347135243990076	0.0489925242353616	0.071206581476705	0.134936121381392	0.255703285789815
4.33747485162034	-0.423981087952018	1.0194759517984	9.84955693269785	STF-31	0.00844772818761563	4.99575895173722	5.93495111702968	7.15504606060133	9.84955693269785	13.5587906700775
-3.70540172440068	1.10180440868034	1.14332276299505	0.303035264706622	oncrasin-1	0.254784716349866	0.136895104499661	0.167481083136671	0.208454591551668	0.303035264706622	0.440529378471624
2.70528163561811	1.09197211320891	1.17880257495062	0.120460133627902	3-alpha-hydroxy-5-beta-androstan-17-one	0.051459300222379	0.0405653800711334	0.0534700009612302	0.0721594977973701	0.120460133627902	0.201091252525053
0.0226805163027916	0.710047867640587	1.294614380178	338737244842.794	GSK656	0.997186024240288	1.40835631297436e-45	2.86177848656884e-31	9.65188742717861e-16	338737244842.794	1.18881329594234e+38
2.91700381440472	0.328608717415562	1.14205038072257	4.01075826141091	LY334370	9.20502508661158e-08	1.46166333975675	1.88840629979942	2.49361715136989	4.01075826141091	6.45094288938411
1.20562106973588	1.09945880002496	1.43493401017383	0.0042041050434325	tomeglovir	0.33276116551615	0.000365606514957305	0.000679483642029325	0.00133136181150915	0.0042041050434325	0.0132755041217382
1.17346120870428	1.11258182410485	1.31696580802543	0.00421017127177255	apararenone	0.291452919762558	0.000342429922999446	0.000647311797624654	0.00129192222285496	0.00421017127177255	0.0137202858067477
3.83582291645536	1.10051428932009	1.14703429349425	0.343929492408269	pocapavir	0.508013398943982	0.159623942478797	0.193953739019748	0.239614021142592	0.343929492408269	0.493658489533122
-3.44757094036681	1.06163076568039	1.17967749820502	0.581545080026011	temanogrel	0.202251306084826	0.247553469020778	0.307465559241547	0.389000615608395	0.581545080026011	0.869393688679706
-2.85744177761263	1.08333074165809	1.14387431159102	3.77078082353558	VL285	0.770925327226952	1.34559495338987	1.74775820667239	2.32130569352436	3.77078082353558	6.12534060413032
5.07202150072465	0.966041394277783	1.1190212907309	3.26461645397198	rislenemdaz	9.01380958184816e-05	1.82689271706398	2.11686745805342	2.48387644316603	3.26461645397198	4.29076116924718
5.72576232674516	-0.00202517020551539	1.64978984073723	3.98833345165911	ethynylcytidine	0.00391213589119344	2.38483383813506	2.71727590976009	3.13070498860151	3.98833345165911	5.08090151564509
-0.85086275619525	0.357581666844131	1.11043759957514	0.00424504418405288	DG051	0.459639878831467	0.000133349581992105	0.000320909296969964	0.000832328085468622	0.00424504418405288	0.0216505972094108
-2.8167954671052	1.07837109494398	1.20349601799802	1.0181846391034	TCV-309	0.00809891888889747	0.357974374411163	0.466721394159827	0.622425254079464	1.0181846391034	1.66558145337363
