hill	min_value	max_value	ec_50	drug	noEffect	IC5	IC10	IC20	IC50	IC80
0.0173183582934948	0.505103665818577	1.4342249631086	0.0201745545896083	go-6983	0.905451114739171	2.92931295031788e-76	1.60231571270533e-57	3.47167680116134e-37	0.0201745545896083	1.17238059934878e+33
-4.2558172571223	0.947998565330555	1.04550206365171	0.999241499160004	SAG	0.218451447407682	0.50026317825273	0.596279280583914	0.721444494985567	0.999241499160004	1.38400608859522
-3.56614135353396	0.945235334634733	1.02931682217777	0.36574837556031	SRC-kinase-inhibitor-I	0.0468884375749152	0.160177143896947	0.197514219182916	0.247945182048132	0.36574837556031	0.539521974655823
3.49539750923385	0.95871239671664	1.03068793270239	0.0938909472406746	ML323	0.488542408343008	0.0404375161269201	0.0500753518699038	0.0631509779302938	0.0938909472406746	0.139594195730139
4.71899006126899	0.631106161374038	0.995748460676952	0.119536527322309	parbendazole	1.27594829533173e-05	0.0640501690221691	0.0750390529249641	0.0891083194665483	0.119536527322309	0.160355188492151
0.213207355049229	0.997363473624818	1.0004926214634	0.335055272346087	walrycin-B	0.999998043344196	3.36834968323868e-07	1.12062863410299e-05	0.000502681281388558	0.335055272346087	223.326468844849
0.0128203088443568	-0.000922352792208521	1.26781966300582	1.53545627519152e+43	camostat-mesilate	0.00531057939154356	2.76611118303371e-57	5.67724311437663e-32	0.000167807345399369	1.53545627519152e+43	1.40495993629719e+90
2.67457601126494	-0.73764374714023	1.05062441654721	19.6020619280189	FRAX486	0.114901276686382	6.51909404436361	8.6202335997322	11.6733880326061	19.6020619280189	32.9159649929076
-4.56660051718744	0.951453034347406	1.8222121189162	9.55616894031621	NVP-BSK805	0.00417891472375498	5.01488208579757	5.90639623102002	7.05413805421331	9.55616894031621	12.9456446860039
-0.024770257457955	0.505561792513774	1.46190667484549	0.111337385907459	phenothiazine	0.72596405179909	2.64291193205212e-53	3.33364331862572e-40	5.50653827076119e-26	0.111337385907459	2.25114452877363e+23
0.14788477285327	1.04646027536286	0.991749676250145	4.64487902512757	WZ4003	0.993907406253357	1.04716515344079e-08	1.6381970132802e-06	0.000394304612059395	4.64487902512757	54716.3297060806
5.57179565375781	0.830340231055319	0.974905442748152	0.9954894400222	magnolol	0.267059855668753	0.586856476327038	0.671078994026834	0.776214456810788	0.9954894400222	1.27670802379462
-2.95949965610276	0.961165133399828	1.03075750035931	0.912400405454528	avridine	0.446968522055845	0.337365820216651	0.434261912641765	0.5711529661652	0.912400405454528	1.45753335654183
-6.22279840958966	0.943992816629193	1.15753228743013	4.88943283506112	NSC-23766	0.000414954227809128	3.04623597211208	3.43488563310383	3.91298157101994	4.88943283506112	6.10954920555439
4.87235442489085	0.925377962672194	1.01107454314006	1.42665359325941	EPZ004777	0.619908842495845	0.779592542826659	0.908803933252536	1.07337627511114	1.42665359325941	1.89620408271951
3.65186396712924	0.942735055941257	1.04387654527745	0.095136356035561	ASP-6537	0.179378254050128	0.0424797430514434	0.0521247097825332	0.065085277661136	0.095136356035561	0.139062573979454
3.02213729463547	0.940445083681284	0.981923480912216	0.0936824125285295	riboflavin-tetrabutyrate	0.479839293172546	0.0353613775805399	0.0452800801080167	0.0592163236628309	0.0936824125285295	0.148209038898414
-2.1100170723578	0.942903093400715	1.05631813909838	0.104026768230791	CORT-108297	0.175603176442124	0.0257694796719447	0.0367198696602133	0.0539275793469384	0.104026768230791	0.200668538057736
5.91376928340831	0.753662557421813	0.983378648716478	4.50492252499686	STF-31	0.0132154471361643	2.7381300288701	3.10690436196842	3.56353356439998	4.50492252499686	5.69500092800197
3.11082961586817	0.888401145539778	0.977945556836514	1.29523682690309	oncrasin-1	0.112190222859513	0.502671250842255	0.639146805492559	0.829492358932979	1.29523682690309	2.02248811541077
2.24366367638811	0.928899077920718	-2.2703568824225	0.00162776085149434	3-alpha-hydroxy-5-beta-androstan-17-one	0.673916801114378	0.000438178064399229	0.000611343213974997	0.000877511269803093	0.00162776085149434	0.00301945454244951
3.64385726710839	0.986305105769459	0.940388130347903	0.200829977711063	GSK656	0.889078055458162	0.0895147259909702	0.109888314638728	0.137278502073135	0.200829977711063	0.293801865101494
-4.70844422958068	0.917670826958256	2.9875358129174	16.3312833323881	LY334370	0.0301245769346276	8.7384222218776	10.2412769673063	12.1661222629906	16.3312833323881	21.9224178022667
-5.01862539112621	0.894314921313358	0.939424480559075	0.232410400899189	tomeglovir	0.751551260835041	0.129256977226943	0.150008319260644	0.176315478869604	0.232410400899189	0.306351970867338
-2.90014166135309	0.928453981886083	0.983053091276325	0.101602424133316	apararenone	0.750941378289213	0.0368108707875383	0.047628949359425	0.0629951794167906	0.101602424133316	0.163870516527408
-5.05704885834547	0.911094942695895	1.00050298589053	0.2513489380665	pocapavir	0.0562491013996722	0.140414343266597	0.162772684367418	0.191083607187106	0.2513489380665	0.330621185130213
4.18325693899117	0.869563303065813	1.00272495757858	1.22738130085634	temanogrel	0.0553789307709917	0.607149677447059	0.725887901037428	0.881166851797173	1.22738130085634	1.70962497581395
0.0199242359200121	0.279996309311387	1.71185624154994	0.0717446353691076	VL285	0.865344679080096	4.73128798682991e-66	9.1671302123015e-50	4.34830428496699e-32	0.0717446353691076	1.18374712690679e+29
3.00194415208418	0.882926736405812	0.962904072657849	0.0862107588007489	rislenemdaz	0.394643076805472	0.032328557052032	0.0414654736098908	0.0543256304184216	0.0862107588007489	0.136810100053264
0.337560124585449	-0.0707706821218428	2.31834030636496	0.00267188002934726	ethynylcytidine	6.59316959161771e-06	4.35103178679054e-07	3.98047903627365e-06	4.39797984234895e-05	0.00267188002934726	0.162323229008067
2.65763298418701	0.946769091804416	1.02247869160748	0.0834134708793598	DG051	0.769982440803236	0.0275469544648401	0.036490423032748	0.0495103803136756	0.0834134708793598	0.140532289997779
2.00641257712429	0.910702515687724	1.4985767565214	0.0036806046680781	TCV-309	0.137646907779781	0.000848371062768558	0.00123118358638253	0.00184438372444086	0.0036806046680781	0.00734491990097404
2.30731195013475	0.839023623054151	0.94695923822347	4.44035674708001	dalfopristin	0.000922277943479655	1.23936707953493	1.71334416695376	2.4349059607373	4.44035674708001	8.09754806110401
1.7320648348432	0.861522891814502	0.931310433231315	2.6523672377587	fexaramine	0.785433660747179	0.484563723839118	0.745943522256954	1.19134342373097	2.6523672377587	5.90514189594787
0.00930350772663055	0.00338648631507598	1.68576782847568	255630986.963496	capromorelin	0.990054488410927	9.10056675547698e-130	6.91159275712872e-95	4.94752759708101e-57	255630986.963496	1.32080519438606e+73
0.885671469871775	0.897834677383287	0.967934963549854	0.285732416258439	NCX-1015	0.25897587045925	0.0102833745192961	0.0239076481386891	0.0597284853260542	0.285732416258439	1.36690246295719
2.05409738991042	0.949988335240479	1.01834816871835	0.863353530684231	CHC	0.319946494067976	0.205897326890065	0.296232728161528	0.439629371203208	0.863353530684231	1.69547206753935
